canonicalCommunity,canonicalPlaceId,membershipCountyIds,membershipCount,crossingAuthorityAvailable,crossingAuthorityReason,canonicalCrossingIdentityCount,resolvedCrossingRecordCount,crossingCountyIds,unresolvedCrossingIds,duplicateCrossingIds,missingCrossingMemberships,crossingAuthorityState,crossingIdentityParityPass,crossingMembershipParityPass,crossingAuthorityPass
Tanquecitos South Acres,4871820,webb-tx,1,true,,0,0,webb-tx,,,,AVAILABLE_EMPTY,true,true,true
Tanquecitos South Acres II,4871824,webb-tx,1,true,,0,0,webb-tx,,,,AVAILABLE_EMPTY,true,true,true
Tatum,4871924,panola-tx|rusk-tx,2,true,,3,3,panola-tx|rusk-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Taylor,4871948,williamson-tx,1,true,,22,22,williamson-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Taylor Lake Village,4871960,harris-tx,1,true,,0,0,harris-tx,,,,AVAILABLE_EMPTY,true,true,true
Taylor Landing,4871966,jefferson-tx,1,true,,0,0,jefferson-tx,,,,AVAILABLE_EMPTY,true,true,true
Teague,4872020,freestone-tx,1,true,,5,5,freestone-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Tehuacana,4872080,limestone-tx,1,true,,0,0,limestone-tx,,,,AVAILABLE_EMPTY,true,true,true
Temple,4872176,bell-tx,1,true,,54,54,bell-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Tenaha,4872188,shelby-tx,1,true,,10,10,shelby-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Terlingua,4872248,brewster-tx,1,true,,0,0,brewster-tx,,,,AVAILABLE_EMPTY,true,true,true
Terrell,4872284,kaufman-tx,1,true,,26,26,kaufman-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Terrell Hills,4872296,bexar-tx,1,true,,0,0,bexar-tx,,,,AVAILABLE_EMPTY,true,true,true
Texarkana,4872368,bowie-tx,1,true,,45,45,bowie-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Texas City,4872392,chambers-tx|galveston-tx,2,true,,52,52,chambers-tx|galveston-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Texhoma,4872464,sherman-tx,1,true,,0,0,sherman-tx,,,,AVAILABLE_EMPTY,true,true,true
Texline,4872476,dallam-tx,1,true,,2,2,dallam-tx,,,,AVAILABLE_NONEMPTY,true,true,true
The Colony,4872530,denton-tx,1,true,,3,3,denton-tx,,,,AVAILABLE_NONEMPTY,true,true,true
The Hills,4872578,travis-tx,1,true,,0,0,travis-tx,,,,AVAILABLE_EMPTY,true,true,true
The Homesteads,4872581,johnson-tx,1,true,,0,0,johnson-tx,,,,AVAILABLE_EMPTY,true,true,true
The Woodlands,4872656,harris-tx|montgomery-tx,2,true,,1,1,harris-tx|montgomery-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Thompsons,4872740,fort-bend-tx,1,true,,11,11,fort-bend-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Thompsonville,4872758,jim-hogg-tx,1,true,,0,0,jim-hogg-tx,,,,AVAILABLE_EMPTY,true,true,true
Thorndale,4872776,milam-tx|williamson-tx,2,true,,3,3,milam-tx|williamson-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Thornton,4872788,limestone-tx,1,true,,4,4,limestone-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Thorntonville,4872800,ward-tx,1,true,,0,0,ward-tx,,,,AVAILABLE_EMPTY,true,true,true
Thrall,4872824,williamson-tx,1,true,,3,3,williamson-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Three Rivers,4872872,live-oak-tx,1,true,,5,5,live-oak-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Throckmorton,4872896,throckmorton-tx,1,true,,0,0,throckmorton-tx,,,,AVAILABLE_EMPTY,true,true,true
Thunderbird Bay,4872902,brown-tx,1,true,,0,0,brown-tx,,,,AVAILABLE_EMPTY,true,true,true
Tierra Bonita,4872948,cameron-tx,1,true,,0,0,cameron-tx,,,,AVAILABLE_EMPTY,true,true,true
Tierra Dorada,4872950,starr-tx,1,true,,0,0,starr-tx,,,,AVAILABLE_EMPTY,true,true,true
Tierra Grande,4872952,nueces-tx,1,true,,0,0,nueces-tx,,,,AVAILABLE_EMPTY,true,true,true
Tierra Verde,4872954,nueces-tx,1,true,,0,0,nueces-tx,,,,AVAILABLE_EMPTY,true,true,true
Tiki Island,4872989,galveston-tx,1,true,,0,0,galveston-tx,,,,AVAILABLE_EMPTY,true,true,true
Tilden,4872992,mcmullen-tx,1,true,,0,0,mcmullen-tx,,,,AVAILABLE_EMPTY,true,true,true
Timbercreek Canyon,4873030,randall-tx,1,true,,0,0,randall-tx,,,,AVAILABLE_EMPTY,true,true,true
Timberwood Park,4873057,bexar-tx,1,true,,0,0,bexar-tx,,,,AVAILABLE_EMPTY,true,true,true
Timpson,4873076,shelby-tx,1,true,,7,7,shelby-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Tioga,4873112,grayson-tx,1,true,,4,4,grayson-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Tira,4873124,hopkins-tx,1,true,,0,0,hopkins-tx,,,,AVAILABLE_EMPTY,true,true,true
Tivoli,4873148,refugio-tx,1,true,,0,0,refugio-tx,,,,AVAILABLE_EMPTY,true,true,true
Toco,4873196,lamar-tx,1,true,,0,0,lamar-tx,,,,AVAILABLE_EMPTY,true,true,true
Todd Mission,4873224,grimes-tx,1,true,,4,4,grimes-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Tolar,4873268,hood-tx,1,true,,11,11,hood-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Tomball,4873316,harris-tx|montgomery-tx,2,true,,7,7,harris-tx|montgomery-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Tom Bean,4873328,grayson-tx,1,true,,0,0,grayson-tx,,,,AVAILABLE_EMPTY,true,true,true
Tool,4873352,henderson-tx,1,true,,0,0,henderson-tx,,,,AVAILABLE_EMPTY,true,true,true
Tornillo,4873376,el-paso-tx,1,true,,1,1,el-paso-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Tow,4873424,llano-tx,1,true,,0,0,llano-tx,,,,AVAILABLE_EMPTY,true,true,true
Town of Pecos,4873493,reeves-tx,1,true,,40,40,reeves-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Toyah,4873496,reeves-tx,1,true,,2,2,reeves-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Tradewinds,4873526,san-patricio-tx,1,true,,0,0,san-patricio-tx,,,,AVAILABLE_EMPTY,true,true,true
Travis Ranch,4873562,kaufman-tx,1,true,,0,0,kaufman-tx,,,,AVAILABLE_EMPTY,true,true,true
Trent,4873580,taylor-tx,1,true,,2,2,taylor-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Trenton,4873592,collin-tx|fannin-tx|grayson-tx,3,true,,4,4,collin-tx|fannin-tx|grayson-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Trinidad,4873652,henderson-tx,1,true,,2,2,henderson-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Trinity,4873664,trinity-tx,1,true,,8,8,trinity-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Trophy Club,4873710,denton-tx|tarrant-tx,2,true,,0,0,denton-tx|tarrant-tx,,,,AVAILABLE_EMPTY,true,true,true
Troup,4873724,cherokee-tx|smith-tx,2,true,,5,5,cherokee-tx|smith-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Troy,4873748,bell-tx,1,true,,4,4,bell-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Tuleta,4873856,bee-tx,1,true,,0,0,bee-tx,,,,AVAILABLE_EMPTY,true,true,true
Tulia,4873868,swisher-tx,1,true,,4,4,swisher-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Tulsita,4873904,bee-tx,1,true,,0,0,bee-tx,,,,AVAILABLE_EMPTY,true,true,true
Tunis,4873928,burleson-tx,1,true,,0,0,burleson-tx,,,,AVAILABLE_EMPTY,true,true,true
Turkey,4873964,hall-tx,1,true,,0,0,hall-tx,,,,AVAILABLE_EMPTY,true,true,true
Tuscola,4874048,taylor-tx,1,true,,3,3,taylor-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Tye,4874132,taylor-tx,1,true,,4,4,taylor-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Tyler,4874144,smith-tx,1,true,,64,64,smith-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Tynan,4874168,bee-tx,1,true,,0,0,bee-tx,,,,AVAILABLE_EMPTY,true,true,true
Uhland,4874216,caldwell-tx|hays-tx,2,true,,0,0,caldwell-tx|hays-tx,,,,AVAILABLE_EMPTY,true,true,true
Umbarger,4874228,randall-tx,1,true,,2,2,randall-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Uncertain,4874240,harrison-tx,1,true,,0,0,harrison-tx,,,,AVAILABLE_EMPTY,true,true,true
Union Grove,4874312,upshur-tx,1,true,,0,0,upshur-tx,,,,AVAILABLE_EMPTY,true,true,true
Union Valley,4874372,hunt-tx,1,true,,0,0,hunt-tx,,,,AVAILABLE_EMPTY,true,true,true
Universal City,4874408,bexar-tx|guadalupe-tx,2,true,,1,1,bexar-tx|guadalupe-tx,,,,AVAILABLE_NONEMPTY,true,true,true
University Park,4874492,dallas-tx,1,true,,1,1,dallas-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Utopia,4874576,uvalde-tx,1,true,,0,0,uvalde-tx,,,,AVAILABLE_EMPTY,true,true,true
Uvalde,4874588,uvalde-tx,1,true,,3,3,uvalde-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Uvalde Estates,4874594,uvalde-tx,1,true,,0,0,uvalde-tx,,,,AVAILABLE_EMPTY,true,true,true
Valentine,4874648,jeff-davis-tx,1,true,,1,1,jeff-davis-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Valera,4874660,coleman-tx,1,true,,1,1,coleman-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Valle Hermoso,4874667,starr-tx,1,true,,0,0,starr-tx,,,,AVAILABLE_EMPTY,true,true,true
Valle Verde,4874668,webb-tx,1,true,,0,0,webb-tx,,,,AVAILABLE_EMPTY,true,true,true
Valle Vista,4874670,starr-tx,1,true,,0,0,starr-tx,,,,AVAILABLE_EMPTY,true,true,true
Valley Mills,4874732,bosque-tx|mclennan-tx,2,true,,3,3,bosque-tx|mclennan-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Valley View,4874756,cooke-tx,1,true,,2,2,cooke-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Val Verde Park,4874895,val-verde-tx,1,true,,0,0,val-verde-tx,,,,AVAILABLE_EMPTY,true,true,true
Van,4874912,van-zandt-tx,1,true,,0,0,van-zandt-tx,,,,AVAILABLE_EMPTY,true,true,true
Van Alstyne,4874924,collin-tx|grayson-tx,2,true,,8,8,collin-tx|grayson-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Vanderbilt,4874984,jackson-tx,1,true,,0,0,jackson-tx,,,,AVAILABLE_EMPTY,true,true,true
Van Horn,4875032,culberson-tx,1,true,,3,3,culberson-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Van Vleck,4875068,matagorda-tx,1,true,,0,0,matagorda-tx,,,,AVAILABLE_EMPTY,true,true,true
Vega,4875188,oldham-tx,1,true,,0,0,oldham-tx,,,,AVAILABLE_EMPTY,true,true,true
Venus,4875236,ellis-tx|johnson-tx,2,true,,6,6,ellis-tx|johnson-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Vernon,4875308,wilbarger-tx,1,true,,6,6,wilbarger-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Victoria,4875428,victoria-tx,1,true,,65,65,victoria-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Victoria Vera,4875432,starr-tx,1,true,,0,0,starr-tx,,,,AVAILABLE_EMPTY,true,true,true
Vidor,4875476,orange-tx,1,true,,10,10,orange-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Villa del Sol,4875554,cameron-tx,1,true,,0,0,cameron-tx,,,,AVAILABLE_EMPTY,true,true,true
Villa Pancho,4875614,cameron-tx,1,true,,0,0,cameron-tx,,,,AVAILABLE_EMPTY,true,true,true
Villarreal,4875617,starr-tx,1,true,,0,0,starr-tx,,,,AVAILABLE_EMPTY,true,true,true
Villa Verde,4875626,hidalgo-tx,1,true,,0,0,hidalgo-tx,,,,AVAILABLE_EMPTY,true,true,true
Vinton,4875668,el-paso-tx,1,true,,2,2,el-paso-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Volente,4875752,travis-tx,1,true,,0,0,travis-tx,,,,AVAILABLE_EMPTY,true,true,true
Von Ormy,4875764,bexar-tx,1,true,,0,0,bexar-tx,,,,AVAILABLE_EMPTY,true,true,true
Waco,4876000,mclennan-tx,1,true,,52,52,mclennan-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Wadsworth,4876012,matagorda-tx,1,true,,7,7,matagorda-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Waelder,4876024,gonzales-tx,1,true,,3,3,gonzales-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Waka,4876048,ochiltree-tx,1,true,,0,0,ochiltree-tx,,,,AVAILABLE_EMPTY,true,true,true
Wake Village,4876096,bowie-tx,1,true,,0,0,bowie-tx,,,,AVAILABLE_EMPTY,true,true,true
Waller,4876228,harris-tx|waller-tx,2,true,,5,5,harris-tx|waller-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Wallis,4876240,austin-tx,1,true,,4,4,austin-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Walnut Springs,4876348,bosque-tx,1,true,,0,0,bosque-tx,,,,AVAILABLE_EMPTY,true,true,true
Warren,4876564,tyler-tx,1,true,,0,0,tyler-tx,,,,AVAILABLE_EMPTY,true,true,true
Warren City,4876576,gregg-tx|upshur-tx,2,true,,0,0,gregg-tx|upshur-tx,,,,AVAILABLE_EMPTY,true,true,true
Washburn,4876612,armstrong-tx,1,true,,0,0,armstrong-tx,,,,AVAILABLE_EMPTY,true,true,true
Waskom,4876636,harrison-tx,1,true,,6,6,harrison-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Watauga,4876672,tarrant-tx,1,true,,2,2,tarrant-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Waxahachie,4876816,ellis-tx,1,true,,46,46,ellis-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Weatherford,4876864,parker-tx,1,true,,10,10,parker-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Webberville,4876924,travis-tx,1,true,,0,0,travis-tx,,,,AVAILABLE_EMPTY,true,true,true
Webster,4876948,harris-tx,1,true,,7,7,harris-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Weimar,4877020,colorado-tx,1,true,,7,7,colorado-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Weinert,4877044,haskell-tx,1,true,,0,0,haskell-tx,,,,AVAILABLE_EMPTY,true,true,true
Weir,4877056,williamson-tx,1,true,,0,0,williamson-tx,,,,AVAILABLE_EMPTY,true,true,true
Welch,4877080,dawson-tx,1,true,,0,0,dawson-tx,,,,AVAILABLE_EMPTY,true,true,true
Wellington,4877152,collingsworth-tx,1,true,,0,0,collingsworth-tx,,,,AVAILABLE_EMPTY,true,true,true
Wellman,4877164,terry-tx,1,true,,3,3,terry-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Wells,4877176,cherokee-tx,1,true,,0,0,cherokee-tx,,,,AVAILABLE_EMPTY,true,true,true
Wells Branch,4877196,travis-tx,1,true,,0,0,travis-tx,,,,AVAILABLE_EMPTY,true,true,true
Weslaco,4877272,hidalgo-tx,1,true,,25,25,hidalgo-tx,,,,AVAILABLE_NONEMPTY,true,true,true
West,4877332,mclennan-tx,1,true,,9,9,mclennan-tx,,,,AVAILABLE_NONEMPTY,true,true,true
West Alto Bonito,4877336,starr-tx,1,true,,0,0,starr-tx,,,,AVAILABLE_EMPTY,true,true,true
Westbrook,4877380,mitchell-tx,1,true,,1,1,mitchell-tx,,,,AVAILABLE_NONEMPTY,true,true,true
West Columbia,4877416,brazoria-tx,1,true,,0,0,brazoria-tx,,,,AVAILABLE_EMPTY,true,true,true
Westdale,4877422,jim-wells-tx,1,true,,0,0,jim-wells-tx,,,,AVAILABLE_EMPTY,true,true,true
Western Lake,4877490,parker-tx,1,true,,0,0,parker-tx,,,,AVAILABLE_EMPTY,true,true,true
Westlake,4877620,denton-tx|tarrant-tx,2,true,,0,0,denton-tx|tarrant-tx,,,,AVAILABLE_EMPTY,true,true,true
West Lake Hills,4877632,travis-tx,1,true,,0,0,travis-tx,,,,AVAILABLE_EMPTY,true,true,true
West Livingston,4877662,polk-tx,1,true,,0,0,polk-tx,,,,AVAILABLE_EMPTY,true,true,true
Westminster,4877680,collin-tx,1,true,,0,0,collin-tx,,,,AVAILABLE_EMPTY,true,true,true
West Odessa,4877728,ector-tx,1,true,,0,0,ector-tx,,,,AVAILABLE_EMPTY,true,true,true
Weston,4877740,collin-tx,1,true,,0,0,collin-tx,,,,AVAILABLE_EMPTY,true,true,true
Weston Lakes,4877746,fort-bend-tx,1,true,,0,0,fort-bend-tx,,,,AVAILABLE_EMPTY,true,true,true
West Orange,4877752,orange-tx,1,true,,8,8,orange-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Westover Hills,4877788,tarrant-tx,1,true,,0,0,tarrant-tx,,,,AVAILABLE_EMPTY,true,true,true
West Sharyland,4877866,hidalgo-tx,1,true,,0,0,hidalgo-tx,,,,AVAILABLE_EMPTY,true,true,true
West Tawakoni,4877896,hunt-tx,1,true,,0,0,hunt-tx,,,,AVAILABLE_EMPTY,true,true,true
West University Place,4877956,harris-tx,1,true,,0,0,harris-tx,,,,AVAILABLE_EMPTY,true,true,true
Westway,4878016,el-paso-tx,1,true,,0,0,el-paso-tx,,,,AVAILABLE_EMPTY,true,true,true
Westwood Shores,4878040,trinity-tx,1,true,,0,0,trinity-tx,,,,AVAILABLE_EMPTY,true,true,true
Westworth Village,4878076,tarrant-tx,1,true,,0,0,tarrant-tx,,,,AVAILABLE_EMPTY,true,true,true
Wharton,4878136,wharton-tx,1,true,,8,8,wharton-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Wheeler,4878208,wheeler-tx,1,true,,0,0,wheeler-tx,,,,AVAILABLE_EMPTY,true,true,true
White Deer,4878316,carson-tx,1,true,,1,1,carson-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Whiteface,4878328,cochran-tx,1,true,,4,4,cochran-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Whitehouse,4878388,smith-tx,1,true,,3,3,smith-tx,,,,AVAILABLE_NONEMPTY,true,true,true
White Oak,4878436,gregg-tx,1,true,,3,3,gregg-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Whitesboro,4878532,grayson-tx,1,true,,4,4,grayson-tx,,,,AVAILABLE_NONEMPTY,true,true,true
White Settlement,4878544,tarrant-tx,1,true,,0,0,tarrant-tx,,,,AVAILABLE_EMPTY,true,true,true
Whitewright,4878628,fannin-tx|grayson-tx,2,true,,6,6,fannin-tx|grayson-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Whitharral,4878640,hockley-tx,1,true,,0,0,hockley-tx,,,,AVAILABLE_EMPTY,true,true,true
Whitney,4878664,hill-tx,1,true,,0,0,hill-tx,,,,AVAILABLE_EMPTY,true,true,true
Wichita Falls,4879000,clay-tx|wichita-tx,2,true,,66,66,clay-tx|wichita-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Wickett,4879036,ward-tx,1,true,,2,2,ward-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Wildorado,4879180,oldham-tx,1,true,,0,0,oldham-tx,,,,AVAILABLE_EMPTY,true,true,true
Wild Peach Village,4879192,brazoria-tx,1,true,,0,0,brazoria-tx,,,,AVAILABLE_EMPTY,true,true,true
Wildwood,4879204,hardin-tx|tyler-tx,2,true,,0,0,hardin-tx|tyler-tx,,,,AVAILABLE_EMPTY,true,true,true
Willis,4879408,montgomery-tx,1,true,,3,3,montgomery-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Willow Grove,4879456,mclennan-tx,1,true,,0,0,mclennan-tx,,,,AVAILABLE_EMPTY,true,true,true
Willow Park,4879492,parker-tx,1,true,,0,0,parker-tx,,,,AVAILABLE_EMPTY,true,true,true
Wills Point,4879564,van-zandt-tx,1,true,,5,5,van-zandt-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Wilmer,4879576,dallas-tx,1,true,,7,7,dallas-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Wilson,4879612,lynn-tx,1,true,,0,0,lynn-tx,,,,AVAILABLE_EMPTY,true,true,true
Wimberley,4879624,hays-tx,1,true,,0,0,hays-tx,,,,AVAILABLE_EMPTY,true,true,true
Windcrest,4879672,bexar-tx,1,true,,0,0,bexar-tx,,,,AVAILABLE_EMPTY,true,true,true
Windom,4879684,fannin-tx,1,true,,2,2,fannin-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Windthorst,4879696,archer-tx|clay-tx,2,true,,0,0,archer-tx|clay-tx,,,,AVAILABLE_EMPTY,true,true,true
Winfield,4879720,titus-tx,1,true,,3,3,titus-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Wingate,4879756,runnels-tx,1,true,,0,0,runnels-tx,,,,AVAILABLE_EMPTY,true,true,true
Wink,4879768,winkler-tx,1,true,,0,0,winkler-tx,,,,AVAILABLE_EMPTY,true,true,true
Winnie,4879792,chambers-tx,1,true,,0,0,chambers-tx,,,,AVAILABLE_EMPTY,true,true,true
Winnsboro,4879816,franklin-tx|wood-tx,2,true,,5,5,franklin-tx|wood-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Winona,4879828,smith-tx,1,true,,2,2,smith-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Winters,4879876,runnels-tx,1,true,,0,0,runnels-tx,,,,AVAILABLE_EMPTY,true,true,true
Wixon Valley,4879919,brazos-tx,1,true,,0,0,brazos-tx,,,,AVAILABLE_EMPTY,true,true,true
Wolfe City,4879948,hunt-tx,1,true,,0,0,hunt-tx,,,,AVAILABLE_EMPTY,true,true,true
Wolfforth,4879972,lubbock-tx,1,true,,5,5,lubbock-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Woodbranch,4880044,montgomery-tx,1,true,,1,1,montgomery-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Woodcreek,4880058,hays-tx,1,true,,0,0,hays-tx,,,,AVAILABLE_EMPTY,true,true,true
Woodloch,4880144,montgomery-tx,1,true,,0,0,montgomery-tx,,,,AVAILABLE_EMPTY,true,true,true
Woodsboro,4880176,refugio-tx,1,true,,2,2,refugio-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Woodson,4880188,throckmorton-tx,1,true,,0,0,throckmorton-tx,,,,AVAILABLE_EMPTY,true,true,true
Woodville,4880212,tyler-tx,1,true,,0,0,tyler-tx,,,,AVAILABLE_EMPTY,true,true,true
Woodway,4880224,mclennan-tx,1,true,,1,1,mclennan-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Wortham,4880296,freestone-tx,1,true,,5,5,freestone-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Wyldwood,4880350,bastrop-tx,1,true,,0,0,bastrop-tx,,,,AVAILABLE_EMPTY,true,true,true
Wylie,4880356,collin-tx|dallas-tx|rockwall-tx,3,true,,15,15,collin-tx|dallas-tx|rockwall-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Yancey,4880428,medina-tx,1,true,,0,0,medina-tx,,,,AVAILABLE_EMPTY,true,true,true
Yantis,4880440,wood-tx,1,true,,0,0,wood-tx,,,,AVAILABLE_EMPTY,true,true,true
Yoakum,4880560,dewitt-tx|lavaca-tx,2,true,,6,6,dewitt-tx|lavaca-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Yorktown,4880584,dewitt-tx,1,true,,0,0,dewitt-tx,,,,AVAILABLE_EMPTY,true,true,true
Yznaga,4880686,cameron-tx,1,true,,0,0,cameron-tx,,,,AVAILABLE_EMPTY,true,true,true
Zapata,4880716,zapata-tx,1,true,,0,0,zapata-tx,,,,AVAILABLE_EMPTY,true,true,true
Zapata Ranch,4880722,willacy-tx,1,true,,0,0,willacy-tx,,,,AVAILABLE_EMPTY,true,true,true
Zarate,4880724,starr-tx,1,true,,0,0,starr-tx,,,,AVAILABLE_EMPTY,true,true,true
Zavalla,4880728,angelina-tx,1,true,,0,0,angelina-tx,,,,AVAILABLE_EMPTY,true,true,true
Zephyr,4880740,brown-tx,1,true,,3,3,brown-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Zuehl,4880836,guadalupe-tx,1,true,,0,0,guadalupe-tx,,,,AVAILABLE_EMPTY,true,true,true
