canonicalCommunity,canonicalPlaceId,membershipAuthorityAvailable,membershipAuthorityReason,membershipApplicability,membershipCount,membershipCountyFips,membershipCountyIds,membershipCountyNames,unresolvedCountyFips,duplicateCountyFips,duplicateCountyIds,operationalProjectionMembershipCount,operationalProjectionCountyIds,operationalProjectionThinnerThanRegistry,crossingCanonicalPlaceAvailable,officialRoadwayConsumerAvailable,weatherConsumerAvailable,membershipAuthorityPass
Shepherd,4867424,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48407,san-jacinto-tx,San Jacinto County,,,,1,san-jacinto-tx,false,true,true,true,true
Sheridan,4867472,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48089,colorado-tx,Colorado County,,,,1,colorado-tx,false,true,true,true,true
Sherman,4867496,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48181,grayson-tx,Grayson County,,,,1,grayson-tx,false,true,true,true,true
Sherwood Shores,4867554,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48181,grayson-tx,Grayson County,,,,1,grayson-tx,false,true,true,true,true
Shiner,4867640,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48285,lavaca-tx,Lavaca County,,,,1,lavaca-tx,false,true,true,true,true
Shiro,4867664,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48185,grimes-tx,Grimes County,,,,1,grimes-tx,false,true,true,true,true
Shoreacres,4867688,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,MULTI_COUNTY_CONVERGENCE,2,48071|48201,chambers-tx|harris-tx,Chambers County|Harris County,,,,2,chambers-tx|harris-tx,false,true,true,true,true
Sienna,4867763,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48157,fort-bend-tx,Fort Bend County,,,,1,fort-bend-tx,false,true,true,true,true
Sierra Blanca,4867772,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48229,hudspeth-tx,Hudspeth County,,,,1,hudspeth-tx,false,true,true,true,true
Siesta Acres,4867775,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48323,maverick-tx,Maverick County,,,,1,maverick-tx,false,true,true,true,true
Siesta Shores,4867778,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48505,zapata-tx,Zapata County,,,,1,zapata-tx,false,true,true,true,true
Silsbee,4867832,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48199,hardin-tx,Hardin County,,,,1,hardin-tx,false,true,true,true,true
Silverton,4867904,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48045,briscoe-tx,Briscoe County,,,,1,briscoe-tx,false,true,true,true,true
Simonton,4867964,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48157,fort-bend-tx,Fort Bend County,,,,1,fort-bend-tx,false,true,true,true,true
Sinton,4868036,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48409,san-patricio-tx,San Patricio County,,,,1,san-patricio-tx,false,true,true,true,true
Skellytown,4868120,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48065,carson-tx,Carson County,,,,1,carson-tx,false,true,true,true,true
Skidmore,4868132,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48025,bee-tx,Bee County,,,,1,bee-tx,false,true,true,true,true
Slaton,4868180,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48303,lubbock-tx,Lubbock County,,,,1,lubbock-tx,false,true,true,true,true
Smiley,4868300,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48177,gonzales-tx,Gonzales County,,,,1,gonzales-tx,false,true,true,true,true
Smithville,4868456,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48021,bastrop-tx,Bastrop County,,,,1,bastrop-tx,false,true,true,true,true
Smyer,4868504,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48219,hockley-tx,Hockley County,,,,1,hockley-tx,false,true,true,true,true
Snook,4868576,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48051,burleson-tx,Burleson County,,,,1,burleson-tx,false,true,true,true,true
Snyder,4868624,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48415,scurry-tx,Scurry County,,,,1,scurry-tx,false,true,true,true,true
Socorro,4868636,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48141,el-paso-tx,El Paso County,,,,1,el-paso-tx,false,true,true,true,true
Solis,4868678,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48061,cameron-tx,Cameron County,,,,1,cameron-tx,false,true,true,true,true
Somerset,4868708,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48029,bexar-tx,Bexar County,,,,1,bexar-tx,false,true,true,true,true
Somerville,4868720,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48051,burleson-tx,Burleson County,,,,1,burleson-tx,false,true,true,true,true
Sonora,4868756,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48435,sutton-tx,Sutton County,,,,1,sutton-tx,false,true,true,true,true
Sonterra,4868762,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48491,williamson-tx,Williamson County,,,,1,williamson-tx,false,true,true,true,true
Sour Lake,4868828,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48199,hardin-tx,Hardin County,,,,1,hardin-tx,false,true,true,true,true
South Alamo,4868846,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48215,hidalgo-tx,Hidalgo County,,,,1,hidalgo-tx,false,true,true,true,true
South Fork Estates,4868966,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48247,jim-hogg-tx,Jim Hogg County,,,,1,jim-hogg-tx,false,true,true,true,true
South Frydek,4868978,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48015,austin-tx,Austin County,,,,1,austin-tx,false,true,true,true,true
South Houston,4869020,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48201,harris-tx,Harris County,,,,1,harris-tx,false,true,true,true,true
Southlake,4869032,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,MULTI_COUNTY_CONVERGENCE,2,48121|48439,denton-tx|tarrant-tx,Denton County|Tarrant County,,,,2,denton-tx|tarrant-tx,false,true,true,true,true
South La Paloma,4869072,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48249,jim-wells-tx,Jim Wells County,,,,1,jim-wells-tx,false,true,true,true,true
Southmayd,4869104,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48181,grayson-tx,Grayson County,,,,1,grayson-tx,false,true,true,true,true
South Mountain,4869120,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48099,coryell-tx,Coryell County,,,,1,coryell-tx,false,true,true,true,true
South Padre Island,4869140,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48061,cameron-tx,Cameron County,,,,1,cameron-tx,false,true,true,true,true
South Point,4869194,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48061,cameron-tx,Cameron County,,,,1,cameron-tx,false,true,true,true,true
Southside Place,4869272,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48201,harris-tx,Harris County,,,,1,harris-tx,false,true,true,true,true
South Toledo Bend,4869326,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48351,newton-tx,Newton County,,,,1,newton-tx,false,true,true,true,true
Southwest Sandhill,4869353,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48475,ward-tx,Ward County,,,,1,ward-tx,false,true,true,true,true
Spade,4869380,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48279,lamb-tx,Lamb County,,,,1,lamb-tx,false,true,true,true,true
Sparks,4869432,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48141,el-paso-tx,El Paso County,,,,1,el-paso-tx,false,true,true,true,true
Spearman,4869476,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48195,hansford-tx,Hansford County,,,,1,hansford-tx,false,true,true,true,true
Splendora,4869548,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48339,montgomery-tx,Montgomery County,,,,1,montgomery-tx,false,true,true,true,true
Spofford,4869560,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48271,kinney-tx,Kinney County,,,,1,kinney-tx,false,true,true,true,true
Spring,4869596,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48201,harris-tx,Harris County,,,,1,harris-tx,false,true,true,true,true
Spring Branch,4869608,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48091,comal-tx,Comal County,,,,1,comal-tx,false,true,true,true,true
Spring Gardens,4869708,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48355,nueces-tx,Nueces County,,,,1,nueces-tx,false,true,true,true,true
Springlake,4869764,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48279,lamb-tx,Lamb County,,,,1,lamb-tx,false,true,true,true,true
Springtown,4869800,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,MULTI_COUNTY_CONVERGENCE,2,48367|48497,parker-tx|wise-tx,Parker County|Wise County,,,,2,parker-tx|wise-tx,false,true,true,true,true
Spring Valley Village,4869830,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48201,harris-tx,Harris County,,,,1,harris-tx,false,true,true,true,true
Spur,4869848,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48125,dickens-tx,Dickens County,,,,1,dickens-tx,false,true,true,true,true
Stafford,4869908,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,MULTI_COUNTY_CONVERGENCE,2,48157|48201,fort-bend-tx|harris-tx,Fort Bend County|Harris County,,,,2,fort-bend-tx|harris-tx,false,true,true,true,true
Stagecoach,4869932,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48339,montgomery-tx,Montgomery County,,,,1,montgomery-tx,false,true,true,true,true
Stamford,4869980,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,MULTI_COUNTY_CONVERGENCE,2,48207|48253,haskell-tx|jones-tx,Haskell County|Jones County,,,,2,haskell-tx|jones-tx,false,true,true,true,true
Stanton,4870040,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48317,martin-tx,Martin County,,,,1,martin-tx,false,true,true,true,true
Staples,4870052,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48187,guadalupe-tx,Guadalupe County,,,,1,guadalupe-tx,false,true,true,true,true
Star Harbor,4870076,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48213,henderson-tx,Henderson County,,,,1,henderson-tx,false,true,true,true,true
Steiner Ranch,4870154,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48453,travis-tx,Travis County,,,,1,travis-tx,false,true,true,true,true
Stephenville,4870208,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48143,erath-tx,Erath County,,,,1,erath-tx,false,true,true,true,true
Sterling City,4870232,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48431,sterling-tx,Sterling County,,,,1,sterling-tx,false,true,true,true,true
Stinnett,4870340,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48233,hutchinson-tx,Hutchinson County,,,,1,hutchinson-tx,false,true,true,true,true
Stockdale,4870376,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48493,wilson-tx,Wilson County,,,,1,wilson-tx,false,true,true,true,true
Stockton Bend,4870406,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48221,hood-tx,Hood County,,,,1,hood-tx,false,true,true,true,true
Stonewall,4870460,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48171,gillespie-tx,Gillespie County,,,,1,gillespie-tx,false,true,true,true,true
Stowell,4870520,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48071,chambers-tx,Chambers County,,,,1,chambers-tx,false,true,true,true,true
Stratford,4870544,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48421,sherman-tx,Sherman County,,,,1,sherman-tx,false,true,true,true,true
Strawn,4870580,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48363,palo-pinto-tx,Palo Pinto County,,,,1,palo-pinto-tx,false,true,true,true,true
Streetman,4870604,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,MULTI_COUNTY_CONVERGENCE,2,48161|48349,freestone-tx|navarro-tx,Freestone County|Navarro County,,,,2,freestone-tx|navarro-tx,false,true,true,true,true
Study Butte,4870688,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48043,brewster-tx,Brewster County,,,,1,brewster-tx,false,true,true,true,true
Sudan,4870772,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48279,lamb-tx,Lamb County,,,,1,lamb-tx,false,true,true,true,true
Sugar Land,4870808,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48157,fort-bend-tx,Fort Bend County,,,,1,fort-bend-tx,false,true,true,true,true
Sullivan City,4870868,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48215,hidalgo-tx,Hidalgo County,,,,1,hidalgo-tx,false,true,true,true,true
Sulphur Springs,4870904,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48223,hopkins-tx,Hopkins County,,,,1,hopkins-tx,false,true,true,true,true
Summerfield,4870940,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48069,castro-tx,Castro County,,,,1,castro-tx,false,true,true,true,true
Sundown,4871060,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48219,hockley-tx,Hockley County,,,,1,hockley-tx,false,true,true,true,true
Sunnyvale,4871156,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48113,dallas-tx,Dallas County,,,,1,dallas-tx,false,true,true,true,true
Sunray,4871180,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48341,moore-tx,Moore County,,,,1,moore-tx,false,true,true,true,true
Sunrise Beach Village,4871228,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48299,llano-tx,Llano County,,,,1,llano-tx,false,true,true,true,true
Sunrise Shores,4871236,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48213,henderson-tx,Henderson County,,,,1,henderson-tx,false,true,true,true,true
Sunset,4871264,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48337,montague-tx,Montague County,,,,1,montague-tx,false,true,true,true,true
Sunset,4871274,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48427,starr-tx,Starr County,,,,1,starr-tx,false,true,true,true,true
Sunset Acres,4871289,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48479,webb-tx,Webb County,,,,1,webb-tx,false,true,true,true,true
Sunset Valley,4871324,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48453,travis-tx,Travis County,,,,1,travis-tx,false,true,true,true,true
Sun Valley,4871356,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48277,lamar-tx,Lamar County,,,,1,lamar-tx,false,true,true,true,true
Surfside Beach,4871384,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48039,brazoria-tx,Brazoria County,,,,1,brazoria-tx,false,true,true,true,true
Sweeny,4871492,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48039,brazoria-tx,Brazoria County,,,,1,brazoria-tx,false,true,true,true,true
Sweetwater,4871540,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48353,nolan-tx,Nolan County,,,,1,nolan-tx,false,true,true,true,true
Sylvester,4871636,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48151,fisher-tx,Fisher County,,,,1,fisher-tx,false,true,true,true,true
Taft,4871684,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48409,san-patricio-tx,San Patricio County,,,,1,san-patricio-tx,false,true,true,true,true
Taft Southwest,4871696,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48409,san-patricio-tx,San Patricio County,,,,1,san-patricio-tx,false,true,true,true,true
Tahoka,4871708,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48305,lynn-tx,Lynn County,,,,1,lynn-tx,false,true,true,true,true
Talco,4871732,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48449,titus-tx,Titus County,,,,1,titus-tx,false,true,true,true,true
Talty,4871756,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48257,kaufman-tx,Kaufman County,,,,1,kaufman-tx,false,true,true,true,true
Tanquecitos South Acres,4871820,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48479,webb-tx,Webb County,,,,1,webb-tx,false,true,true,true,true
Tanquecitos South Acres II,4871824,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48479,webb-tx,Webb County,,,,1,webb-tx,false,true,true,true,true
Tatum,4871924,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,MULTI_COUNTY_CONVERGENCE,2,48365|48401,panola-tx|rusk-tx,Panola County|Rusk County,,,,2,panola-tx|rusk-tx,false,true,true,true,true
Taylor,4871948,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48491,williamson-tx,Williamson County,,,,1,williamson-tx,false,true,true,true,true
Taylor Lake Village,4871960,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48201,harris-tx,Harris County,,,,1,harris-tx,false,true,true,true,true
Taylor Landing,4871966,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48245,jefferson-tx,Jefferson County,,,,1,jefferson-tx,false,true,true,true,true
Teague,4872020,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48161,freestone-tx,Freestone County,,,,1,freestone-tx,false,true,true,true,true
Tehuacana,4872080,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48293,limestone-tx,Limestone County,,,,1,limestone-tx,false,true,true,true,true
Temple,4872176,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48027,bell-tx,Bell County,,,,1,bell-tx,false,true,true,true,true
Tenaha,4872188,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48419,shelby-tx,Shelby County,,,,1,shelby-tx,false,true,true,true,true
Terlingua,4872248,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48043,brewster-tx,Brewster County,,,,1,brewster-tx,false,true,true,true,true
Terrell,4872284,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48257,kaufman-tx,Kaufman County,,,,1,kaufman-tx,false,true,true,true,true
Terrell Hills,4872296,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48029,bexar-tx,Bexar County,,,,1,bexar-tx,false,true,true,true,true
Texarkana,4872368,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48037,bowie-tx,Bowie County,,,,1,bowie-tx,false,true,true,true,true
Texas City,4872392,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,MULTI_COUNTY_CONVERGENCE,2,48071|48167,chambers-tx|galveston-tx,Chambers County|Galveston County,,,,2,chambers-tx|galveston-tx,false,true,true,true,true
Texhoma,4872464,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48421,sherman-tx,Sherman County,,,,1,sherman-tx,false,true,true,true,true
Texline,4872476,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48111,dallam-tx,Dallam County,,,,1,dallam-tx,false,true,true,true,true
The Colony,4872530,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48121,denton-tx,Denton County,,,,1,denton-tx,false,true,true,true,true
The Hills,4872578,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48453,travis-tx,Travis County,,,,1,travis-tx,false,true,true,true,true
